field/0/__text;field/1/__text;field/2/_ref;_id
Herpesviral ocular disease;B00.5;icdcat1-11;B005
Disseminated herpesviral disease;B00.7;icdcat1-11;B007
Other forms of herpesviral infection;B00.8;icdcat1-11;B008
Herpesviral infection, unspecified;B00.9;icdcat1-11;B009
Varicella [chickenpox];B01;icdcat1-11;B01
Varicella meningitis;B01.0;icdcat1-11;B010
Varicella encephalitis;B01.1;icdcat1-11;B011
Varicella pneumonia;B01.2;icdcat1-11;B012
Varicella with other complications;B01.8;icdcat1-11;B018
Varicella without complication;B01.9;icdcat1-11;B019
Zoster [herpes zoster];B02;icdcat1-11;B02
Zoster encephalitis;B02.0;icdcat1-11;B020
Zoster meningitis;B02.1;icdcat1-11;B021
Zoster with other nervous system involvement;B02.2;icdcat1-11;B022
Zoster ocular disease;B02.3;icdcat1-11;B023
Disseminated zoster;B02.7;icdcat1-11;B027
Zoster with other complications;B02.8;icdcat1-11;B028
Zoster without complication;B02.9;icdcat1-11;B029
Smallpox;B03;icdcat1-11;B03
Monkeypox;B04;icdcat1-11;B04
Measles;B05;icdcat1-11;B05
Measles complicated by encephalitis;B05.0;icdcat1-11;B050
Measles complicated by meningitis;B05.1;icdcat1-11;B051
Measles complicated by pneumonia;B05.2;icdcat1-11;B052
Measles complicated by otitis media;B05.3;icdcat1-11;B053
Measles with intestinal complications;B05.4;icdcat1-11;B054
Measles with other complications;B05.8;icdcat1-11;B058
Measles without complication;B05.9;icdcat1-11;B059
Rubella [German measles];B06;icdcat1-11;B06
Rubella with neurological complications;B06.0;icdcat1-11;B060
Rubella with other complications;B06.8;icdcat1-11;B068
Rubella without complication;B06.9;icdcat1-11;B069
Viral warts;B07;icdcat1-11;B07
Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified;B08;icdcat1-11;B08
Other orthopoxvirus infections;B08.0;icdcat1-11;B080
Molluscum contagiosum;B08.1;icdcat1-11;B081
Exanthema subitum [sixth disease];B08.2;icdcat1-11;B082
Erythema infectiosum [fifth disease];B08.3;icdcat1-11;B083
Enteroviral vesicular stomatitis with exanthem;B08.4;icdcat1-11;B084
Enteroviral vesicular pharyngitis;B08.5;icdcat1-11;B085
Other specified viral infections characterized by skin and mucous membrane lesions;B08.8;icdcat1-11;B088
Unspecified viral infection characterized by skin and mucous membrane lesions;B09;icdcat1-11;B09
Acute hepatitis A;B15;icdcat1-12;B15
Hepatitis A with hepatic coma;B15.0;icdcat1-12;B150
Hepatitis A without hepatic coma;B15.9;icdcat1-12;B159
Acute hepatitis B;B16;icdcat1-12;B16
Acute hepatitis B with delta-agent (coinfection) with hepatic coma;B16.0;icdcat1-12;B160
Acute hepatitis B with delta-agent (coinfection) without hepatic coma;B16.1;icdcat1-12;B161
Acute hepatitis B without delta-agent with hepatic coma;B16.2;icdcat1-12;B162
Acute hepatitis B without delta-agent and without hepatic coma;B16.9;icdcat1-12;B169
Other acute viral hepatitis;B17;icdcat1-12;B17
Acute delta-(super)infection of hepatitis B carrier;B17.0;icdcat1-12;B170
Acute hepatitis C;B17.1;icdcat1-12;B171
Acute hepatitis E;B17.2;icdcat1-12;B172
Other specified acute viral hepatitis;B17.8;icdcat1-12;B178
Chronic viral hepatitis;B18;icdcat1-12;B18
Chronic viral hepatitis B with delta-agent;B18.0;icdcat1-12;B180
Chronic viral hepatitis B without delta-agent;B18.1;icdcat1-12;B181
Chronic viral hepatitis C;B18.2;icdcat1-12;B182
Other chronic viral hepatitis;B18.8;icdcat1-12;B188
Chronic viral hepatitis, unspecified;B18.9;icdcat1-12;B189
Unspecified viral hepatitis;B19;icdcat1-12;B19
Unspecified viral hepatitis with hepatic coma;B19.0;icdcat1-12;B190
Unspecified viral hepatitis without hepatic coma;B19.9;icdcat1-12;B199
Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases;B20;icdcat1-13;B20
HIV disease resulting in mycobacterial infection;B20.0;icdcat1-13;B200
HIV disease resulting in other bacterial infections;B20.1;icdcat1-13;B201
HIV disease resulting in cytomegaloviral disease;B20.2;icdcat1-13;B202
HIV disease resulting in other viral infections;B20.3;icdcat1-13;B203
HIV disease resulting in candidiasis;B20.4;icdcat1-13;B204
HIV disease resulting in other mycoses;B20.5;icdcat1-13;B205
HIV disease resulting in Pneumocystis jirovecii pneumonia;B20.6;icdcat1-13;B206
HIV disease resulting in multiple infections;B20.7;icdcat1-13;B207
HIV disease resulting in other infectious and parasitic diseases;B20.8;icdcat1-13;B208
HIV disease resulting in unspecified infectious or parasitic disease;B20.9;icdcat1-13;B209
Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms;B21;icdcat1-13;B21
HIV disease resulting in Kaposi sarcoma;B21.0;icdcat1-13;B210
HIV disease resulting in Burkitt lymphoma;B21.1;icdcat1-13;B211
HIV disease resulting in other types of non-Hodgkin lymphoma;B21.2;icdcat1-13;B212
HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue;B21.3;icdcat1-13;B213
HIV disease resulting in multiple malignant neoplasms;B21.7;icdcat1-13;B217
HIV disease resulting in other malignant neoplasms;B21.8;icdcat1-13;B218
HIV disease resulting in unspecified malignant neoplasm;B21.9;icdcat1-13;B219
Human immunodeficiency virus [HIV] disease resulting in other specified diseases;B22;icdcat1-13;B22
HIV disease resulting in encephalopathy;B22.0;icdcat1-13;B220
HIV disease resulting in lymphoid interstitial pneumonitis;B22.1;icdcat1-13;B221
HIV disease resulting in wasting syndrome;B22.2;icdcat1-13;B222
HIV disease resulting in multiple diseases classified elsewhere;B22.7;icdcat1-13;B227
Human immunodeficiency virus [HIV] disease resulting in other conditions;B23;icdcat1-13;B23
Acute HIV infection syndrome;B23.0;icdcat1-13;B230
HIV disease resulting in (persistent) generalized lymphadenopathy;B23.1;icdcat1-13;B231
HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified;B23.2;icdcat1-13;B232
HIV disease resulting in other specified conditions;B23.8;icdcat1-13;B238
Unspecified human immunodeficiency virus [HIV] disease;B24;icdcat1-13;B24
Cytomegaloviral disease;B25;icdcat1-14;B25
Cytomegaloviral pneumonitis;B25.0;icdcat1-14;B250
Cytomegaloviral hepatitis;B25.1;icdcat1-14;B251
Cytomegaloviral pancreatitis;B25.2;icdcat1-14;B252
Other cytomegaloviral diseases;B25.8;icdcat1-14;B258
Cytomegaloviral disease, unspecified;B25.9;icdcat1-14;B259
Mumps;B26;icdcat1-14;B26
Mumps orchitis;B26.0;icdcat1-14;B260
Mumps meningitis;B26.1;icdcat1-14;B261
Mumps encephalitis;B26.2;icdcat1-14;B262
Mumps pancreatitis;B26.3;icdcat1-14;B263
Mumps with other complications;B26.8;icdcat1-14;B268
Mumps without complication;B26.9;icdcat1-14;B269
Infectious mononucleosis;B27;icdcat1-14;B27
Gammaherpesviral mononucleosis;B27.0;icdcat1-14;B270
Cytomegaloviral mononucleosis;B27.1;icdcat1-14;B271
Other infectious mononucleosis;B27.8;icdcat1-14;B278
Infectious mononucleosis, unspecified;B27.9;icdcat1-14;B279
Viral conjunctivitis;B30;icdcat1-14;B30
Keratoconjunctivitis due to adenovirus;B30.0;icdcat1-14;B300
Conjunctivitis due to adenovirus;B30.1;icdcat1-14;B301
Viral pharyngoconjunctivitis;B30.2;icdcat1-14;B302
Acute epidemic haemorrhagic conjunctivitis (enteroviral);B30.3;icdcat1-14;B303
Other viral conjunctivitis;B30.8;icdcat1-14;B308
Viral conjunctivitis, unspecified;B30.9;icdcat1-14;B309
Other viral diseases, not elsewhere classified;B33;icdcat1-14;B33
Epidemic myalgia;B33.0;icdcat1-14;B330
Ross River disease;B33.1;icdcat1-14;B331
Viral carditis;B33.2;icdcat1-14;B332
Retrovirus infections, not elsewhere classified;B33.3;icdcat1-14;B333
Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS];B33.4;icdcat1-14;B334
Other specified viral diseases;B33.8;icdcat1-14;B338
Viral infection of unspecified site;B34;icdcat1-14;B34
Adenovirus infection, unspecified site;B34.0;icdcat1-14;B340
Enterovirus infection, unspecified site;B34.1;icdcat1-14;B341
Coronavirus infection, unspecified site;B34.2;icdcat1-14;B342
Parvovirus infection, unspecified site;B34.3;icdcat1-14;B343
Papovavirus infection, unspecified site;B34.4;icdcat1-14;B344
Other viral infections of unspecified site;B34.8;icdcat1-14;B348
Viral infection, unspecified;B34.9;icdcat1-14;B349
Dermatophytosis;B35;icdcat1-15;B35
Tinea barbae and tinea capitis;B35.0;icdcat1-15;B350
Tinea unguium;B35.1;icdcat1-15;B351
Tinea manuum;B35.2;icdcat1-15;B352
Tinea pedis;B35.3;icdcat1-15;B353
Tinea corporis;B35.4;icdcat1-15;B354
Tinea imbricata;B35.5;icdcat1-15;B355
Tinea inguinalis [Tinea cruris];B35.6;icdcat1-15;B356
Other dermatophytoses;B35.8;icdcat1-15;B358
Dermatophytosis, unspecified;B35.9;icdcat1-15;B359
Other superficial mycoses;B36;icdcat1-15;B36
Pityriasis versicolor;B36.0;icdcat1-15;B360
Tinea nigra;B36.1;icdcat1-15;B361
White piedra;B36.2;icdcat1-15;B362
Black piedra;B36.3;icdcat1-15;B363
Other specified superficial mycoses;B36.8;icdcat1-15;B368
Superficial mycosis, unspecified;B36.9;icdcat1-15;B369
Candidiasis;B37;icdcat1-15;B37
Candidal stomatitis;B37.0;icdcat1-15;B370
Pulmonary candidiasis;B37.1;icdcat1-15;B371
Candidiasis of skin and nail;B37.2;icdcat1-15;B372
Candidiasis of vulva and vagina;B37.3;icdcat1-15;B373
Candidiasis of other urogenital sites;B37.4;icdcat1-15;B374
Candidal meningitis;B37.5;icdcat1-15;B375
Candidal endocarditis;B37.6;icdcat1-15;B376
Candidal sepsis;B37.7;icdcat1-15;B377
Candidiasis of other sites;B37.8;icdcat1-15;B378
Candidiasis, unspecified;B37.9;icdcat1-15;B379
Coccidioidomycosis;B38;icdcat1-15;B38
Acute pulmonary coccidioidomycosis;B38.0;icdcat1-15;B380
Chronic pulmonary coccidioidomycosis;B38.1;icdcat1-15;B381
Pulmonary coccidioidomycosis, unspecified;B38.2;icdcat1-15;B382
Cutaneous coccidioidomycosis;B38.3;icdcat1-15;B383
Coccidioidomycosis meningitis;B38.4;icdcat1-15;B384
Disseminated coccidioidomycosis;B38.7;icdcat1-15;B387
Other forms of coccidioidomycosis;B38.8;icdcat1-15;B388
Coccidioidomycosis, unspecified;B38.9;icdcat1-15;B389
Histoplasmosis;B39;icdcat1-15;B39
Acute pulmonary histoplasmosis capsulati;B39.0;icdcat1-15;B390
Chronic pulmonary histoplasmosis capsulati;B39.1;icdcat1-15;B391
Pulmonary histoplasmosis capsulati, unspecified;B39.2;icdcat1-15;B392
Disseminated histoplasmosis capsulati;B39.3;icdcat1-15;B393
Histoplasmosis capsulati, unspecified;B39.4;icdcat1-15;B394
Histoplasmosis duboisii;B39.5;icdcat1-15;B395
Histoplasmosis, unspecified;B39.9;icdcat1-15;B399
Blastomycosis;B40;icdcat1-15;B40
Acute pulmonary blastomycosis;B40.0;icdcat1-15;B400
Chronic pulmonary blastomycosis;B40.1;icdcat1-15;B401
Pulmonary blastomycosis, unspecified;B40.2;icdcat1-15;B402
Cutaneous blastomycosis;B40.3;icdcat1-15;B403
Disseminated blastomycosis;B40.7;icdcat1-15;B407
Other forms of blastomycosis;B40.8;icdcat1-15;B408
Blastomycosis, unspecified;B40.9;icdcat1-15;B409
Paracoccidioidomycosis;B41;icdcat1-15;B41
Pulmonary paracoccidioidomycosis;B41.0;icdcat1-15;B410
Disseminated paracoccidioidomycosis;B41.7;icdcat1-15;B417
Other forms of paracoccidioidomycosis;B41.8;icdcat1-15;B418
Paracoccidioidomycosis, unspecified;B41.9;icdcat1-15;B419
Sporotrichosis;B42;icdcat1-15;B42
Pulmonary sporotrichosis;B42.0;icdcat1-15;B420
Lymphocutaneous sporotrichosis;B42.1;icdcat1-15;B421
Disseminated sporotrichosis;B42.7;icdcat1-15;B427
Other forms of sporotrichosis;B42.8;icdcat1-15;B428
Sporotrichosis, unspecified;B42.9;icdcat1-15;B429
Chromomycosis and phaeomycotic abscess;B43;icdcat1-15;B43
Cutaneous chromomycosis;B43.0;icdcat1-15;B430
Phaeomycotic brain abscess;B43.1;icdcat1-15;B431
Subcutaneous phaeomycotic abscess and cyst;B43.2;icdcat1-15;B432
Other forms of chromomycosis;B43.8;icdcat1-15;B438
Chromomycosis, unspecified;B43.9;icdcat1-15;B439
Aspergillosis;B44;icdcat1-15;B44
Invasive pulmonary aspergillosis;B44.0;icdcat1-15;B440
Other pulmonary aspergillosis;B44.1;icdcat1-15;B441
Tonsillar aspergillosis;B44.2;icdcat1-15;B442
Disseminated aspergillosis;B44.7;icdcat1-15;B447
Other forms of aspergillosis;B44.8;icdcat1-15;B448
Aspergillosis, unspecified;B44.9;icdcat1-15;B449
Cryptococcosis;B45;icdcat1-15;B45
Pulmonary cryptococcosis;B45.0;icdcat1-15;B450
Cerebral cryptococcosis;B45.1;icdcat1-15;B451
Cutaneous cryptococcosis;B45.2;icdcat1-15;B452
Osseous cryptococcosis;B45.3;icdcat1-15;B453
Disseminated cryptococcosis;B45.7;icdcat1-15;B457
Other forms of cryptococcosis;B45.8;icdcat1-15;B458
Cryptococcosis, unspecified;B45.9;icdcat1-15;B459
Zygomycosis;B46;icdcat1-15;B46
Pulmonary mucormycosis;B46.0;icdcat1-15;B460
Rhinocerebral mucormycosis;B46.1;icdcat1-15;B461
Gastrointestinal mucormycosis;B46.2;icdcat1-15;B462
Cutaneous mucormycosis;B46.3;icdcat1-15;B463
Disseminated mucormycosis;B46.4;icdcat1-15;B464
Mucormycosis, unspecified;B46.5;icdcat1-15;B465
Other zygomycoses;B46.8;icdcat1-15;B468
Zygomycosis, unspecified;B46.9;icdcat1-15;B469
Mycetoma;B47;icdcat1-15;B47
Eumycetoma;B47.0;icdcat1-15;B470
Actinomycetoma;B47.1;icdcat1-15;B471
Mycetoma, unspecified;B47.9;icdcat1-15;B479
Other mycoses, not elsewhere classified;B48;icdcat1-15;B48
Lobomycosis;B48.0;icdcat1-15;B480
Rhinosporidiosis;B48.1;icdcat1-15;B481
Allescheriasis;B48.2;icdcat1-15;B482
Geotrichosis;B48.3;icdcat1-15;B483
Penicillosis;B48.4;icdcat1-15;B484
Opportunistic mycoses;B48.7;icdcat1-15;B487
Other specified mycoses;B48.8;icdcat1-15;B488
Unspecified mycosis;B49;icdcat1-15;B49
Plasmodium falciparum malaria;B50;icdcat1-16;B50
Plasmodium falciparum malaria with cerebral complications;B50.0;icdcat1-16;B500
Other severe and complicated Plasmodium falciparum malaria;B50.8;icdcat1-16;B508
Plasmodium falciparum malaria, unspecified;B50.9;icdcat1-16;B509
Plasmodium vivax malaria;B51;icdcat1-16;B51
Plasmodium vivax malaria with rupture of spleen;B51.0;icdcat1-16;B510
Plasmodium vivax malaria with other complications;B51.8;icdcat1-16;B518
Plasmodium vivax malaria without complication;B51.9;icdcat1-16;B519
Plasmodium malariae malaria;B52;icdcat1-16;B52
Plasmodium malariae malaria with nephropathy;B52.0;icdcat1-16;B520
Plasmodium malariae malaria with other complications;B52.8;icdcat1-16;B528
Plasmodium malariae malaria without complication;B52.9;icdcat1-16;B529
Other parasitologically confirmed malaria;B53;icdcat1-16;B53
Plasmodium ovale malaria;B53.0;icdcat1-16;B530
Malaria due to simian plasmodia;B53.1;icdcat1-16;B531
Other parasitologically confirmed malaria, not elsewhere classified;B53.8;icdcat1-16;B538
Unspecified malaria;B54;icdcat1-16;B54
Leishmaniasis;B55;icdcat1-16;B55
Visceral leishmaniasis;B55.0;icdcat1-16;B550
Cutaneous leishmaniasis;B55.1;icdcat1-16;B551
Mucocutaneous leishmaniasis;B55.2;icdcat1-16;B552
Leishmaniasis, unspecified;B55.9;icdcat1-16;B559
African trypanosomiasis;B56;icdcat1-16;B56
Gambiense trypanosomiasis;B56.0;icdcat1-16;B560
Rhodesiense trypanosomiasis;B56.1;icdcat1-16;B561
African trypanosomiasis, unspecified;B56.9;icdcat1-16;B569
Chagas disease;B57;icdcat1-16;B57
Acute Chagas disease with heart involvement;B57.0;icdcat1-16;B570
Acute Chagas disease without heart involvement;B57.1;icdcat1-16;B571
Chagas disease (chronic) with heart involvement;B57.2;icdcat1-16;B572
Chagas disease (chronic) with digestive system involvement;B57.3;icdcat1-16;B573
Chagas disease (chronic) with nervous system involvement;B57.4;icdcat1-16;B574
Chagas disease (chronic) with other organ involvement;B57.5;icdcat1-16;B575
Toxoplasmosis;B58;icdcat1-16;B58
Toxoplasma oculopathy;B58.0;icdcat1-16;B580
Toxoplasma hepatitis;B58.1;icdcat1-16;B581
Toxoplasma meningoencephalitis;B58.2;icdcat1-16;B582
Pulmonary toxoplasmosis;B58.3;icdcat1-16;B583
Toxoplasmosis with other organ involvement;B58.8;icdcat1-16;B588
Toxoplasmosis, unspecified;B58.9;icdcat1-16;B589
Pneumocystosis;B59;icdcat1-16;B59
Other protozoal diseases, not elsewhere classified;B60;icdcat1-16;B60
Babesiosis;B60.0;icdcat1-16;B600
Acanthamoebiasis;B60.1;icdcat1-16;B601
Naegleriasis;B60.2;icdcat1-16;B602
Other specified protozoal diseases;B60.8;icdcat1-16;B608
Unspecified protozoal disease;B64;icdcat1-16;B64
Schistosomiasis [bilharziasis];B65;icdcat1-17;B65
Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis];B65.0;icdcat1-17;B650
Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis];B65.1;icdcat1-17;B651
Schistosomiasis due to Schistosoma japonicum;B65.2;icdcat1-17;B652
Cercarial dermatitis;B65.3;icdcat1-17;B653
Other schistosomiases;B65.8;icdcat1-17;B658
Schistosomiasis, unspecified;B65.9;icdcat1-17;B659
Other fluke infections;B66;icdcat1-17;B66
Opisthorchiasis;B66.0;icdcat1-17;B660
Clonorchiasis;B66.1;icdcat1-17;B661
Dicrocoeliasis;B66.2;icdcat1-17;B662
Fascioliasis;B66.3;icdcat1-17;B663
Paragonimiasis;B66.4;icdcat1-17;B664
Fasciolopsiasis;B66.5;icdcat1-17;B665
Other specified fluke infections;B66.8;icdcat1-17;B668
Fluke infection, unspecified;B66.9;icdcat1-17;B669
Echinococcosis;B67;icdcat1-17;B67
Echinococcus granulosus infection of liver;B67.0;icdcat1-17;B670
Echinococcus granulosus infection of lung;B67.1;icdcat1-17;B671
Echinococcus granulosus infection of bone;B67.2;icdcat1-17;B672
Echinococcus granulosus infection, other and multiple sites;B67.3;icdcat1-17;B673
Echinococcus granulosus infection, unspecified;B67.4;icdcat1-17;B674
Echinococcus multilocularis infection of liver;B67.5;icdcat1-17;B675
Echinococcus multilocularis infection, other and multiple sites;B67.6;icdcat1-17;B676
Echinococcus multilocularis infection, unspecified;B67.7;icdcat1-17;B677
Echinococcosis, unspecified, of liver;B67.8;icdcat1-17;B678
Echinococcosis, other and unspecified;B67.9;icdcat1-17;B679
Taeniasis;B68;icdcat1-17;B68
Taenia solium taeniasis;B68.0;icdcat1-17;B680
Taenia saginata taeniasis;B68.1;icdcat1-17;B681
Taeniasis, unspecified;B68.9;icdcat1-17;B689
Cysticercosis;B69;icdcat1-17;B69
Cysticercosis of central nervous system;B69.0;icdcat1-17;B690
Cysticercosis of eye;B69.1;icdcat1-17;B691
Cysticercosis of other sites;B69.8;icdcat1-17;B698
Cysticercosis, unspecified;B69.9;icdcat1-17;B699
Diphyllobothriasis and sparganosis;B70;icdcat1-17;B70
Diphyllobothriasis;B70.0;icdcat1-17;B700
Sparganosis;B70.1;icdcat1-17;B701
Other cestode infections;B71;icdcat1-17;B71
Hymenolepiasis;B71.0;icdcat1-17;B710
Dipylidiasis;B71.1;icdcat1-17;B711
Other specified cestode infections;B71.8;icdcat1-17;B718
Cestode infection, unspecified;B71.9;icdcat1-17;B719
Dracunculiasis;B72;icdcat1-17;B72
Onchocerciasis;B73;icdcat1-17;B73
Filariasis;B74;icdcat1-17;B74
Filariasis due to Wuchereria bancrofti;B74.0;icdcat1-17;B740
Filariasis due to Brugia malayi;B74.1;icdcat1-17;B741
Filariasis due to Brugia timori;B74.2;icdcat1-17;B742
Loiasis;B74.3;icdcat1-17;B743
Mansonelliasis;B74.4;icdcat1-17;B744
Other filariases;B74.8;icdcat1-17;B748
Filariasis, unspecified;B74.9;icdcat1-17;B749
Trichinellosis;B75;icdcat1-17;B75
Hookworm diseases;B76;icdcat1-17;B76
Ancylostomiasis;B76.0;icdcat1-17;B760
Necatoriasis;B76.1;icdcat1-17;B761
Other hookworm diseases;B76.8;icdcat1-17;B768
Hookworm disease, unspecified;B76.9;icdcat1-17;B769
Ascariasis;B77;icdcat1-17;B77
Ascariasis with intestinal complications;B77.0;icdcat1-17;B770
Ascariasis with other complications;B77.8;icdcat1-17;B778
Ascariasis, unspecified;B77.9;icdcat1-17;B779
Strongyloidiasis;B78;icdcat1-17;B78
Intestinal strongyloidiasis;B78.0;icdcat1-17;B780
Cutaneous strongyloidiasis;B78.1;icdcat1-17;B781
Disseminated strongyloidiasis;B78.7;icdcat1-17;B787
Strongyloidiasis, unspecified;B78.9;icdcat1-17;B789
Trichuriasis;B79;icdcat1-17;B79
